architecture,is_architecture,author/s,city,country,start_year,end_year,qty_title,qty_paragraph,qty_caption,qty_unassigned,qty,certainty_score,fuctional_type_infered,fuctional_type_classified,uses_wikipedia
Hampstead,Yes,Walter Gropius,Hampstead,United Kingdom,Hampstead High Street,2010,0,1,3,0,4,0.9957353473,office,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,TRUE
Warr Pavilion,Yes,Mendelsohn and Chermayeff,East Sussex,Britain,1935,1935,0,0,2,0,2,0.9879452586,house,Meeting Pavilion,FALSE
Bexhill - -,No,,,,,,,,,,,,,,
Brynmawr Rubber Factory,Yes,the Architects' Co-Partnership,Blaenau Gwent,Wales,1946,1952,0,1,0,0,1,0.9968856573,office,Factory,TRUE
Country Planning,No,,,,,,,,,,,,,,
Fleet Road housing,Yes,Neave Brown,Roehampton,Britain,1966,1966,0,0,2,0,2,0.9915549755,house,Single-Family Housing,FALSE
Alexandra Road complex,Yes,Neave Brown,London,Britain,1967,1967,0,1,0,0,1,0.9939231873,apartment,Hospital / Clinic / Dispensary,FALSE
Bishopsfield,No,,,,,,,,,,,,,,
Portsdown housing,No,,,,,,,,,,,,,,
Caius College,Yes,Bateman,London,England,1750s,1353,0,0,2,0,2,0.9929090738,office,University or College,TRUE
Brunswick Centre,Yes,Patrick Hodgkinson,London,England,1967,1972,0,1,0,0,1,0.9997647405,house,Hospital / Clinic / Dispensary,TRUE
Alexandra Road Housing,Yes,Patrick Hodgkinson,London,England,1967,1967,0,0,1,0,1,0.9990184307,house,Single-Family Housing,FALSE
Fleet Road Housing,Yes,Leslie Martin,London,England,1966,1966,0,0,2,0,2,0.9993832707,house,Single-Family Housing,FALSE
Economist Building,Yes,Alison and Peter Smithson,London,England,1964,1964,0,1,0,0,1,0.9997417331,office,Bank (branch or headquarters),FALSE
Hunstanton School,Yes,The Smithsons,Norfolk,England,2016,1993,0,2,0,0,2,0.9998048544,house,Secondary School,TRUE
Apartments,Yes,architect/s,India,India,unanswerable,unanswerable,1,45,12,1,59,0.9648643136,residential,Hostel,TRUE
St Andrews University,Yes,University of St Andrews,St Andrews,Scotland,1413,1413,0,1,2,0,3,0.9464946985,University,Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary,TRUE
project Derby Civic Centre,Yes,Edward Le Corbusier,Derby,England,1905,1905,0,0,0,1,1,0.9486263394,office,Town Hall or Municipality,FALSE
SoHo House,Yes,James Watt,Birmingham,England,1761,1761,0,3,0,0,3,0.9067696333,house,Single-Family Housing,TRUE
Kahnian Forest Gate School,Yes,John Miller,London,English,1963,1963,1,0,0,0,1,0.9875197411,house,Secondary School,FALSE
Forest Gate School,Yes,John Miller,London,English,1963,1963,1,0,1,0,2,0.9995335937,house,Secondary School,FALSE
Reliance Controls Company,No,,,,,,,,,,,,,,
Gotoh Museum,Yes,Keita Got,Tokyo,Japanese,1960,13th century,0,0,0,1,1,0.9968331456,Museum,Museum,TRUE
James Simon Gallery,Yes,David Chipperfield,Berlin,Germany,2019,2019,0,0,1,0,1,0.9726526141,gallery,Museum,TRUE
Fuglsang Art,No,,,,,,,,,,,,,,
Embassy Ambassadorial Residence,Yes,the architect/s behind the Embassy Ambassadorial Residence,New York City,United States,1905,1905,0,0,0,1,1,0.9583070874,residence,Embassy or Consulate,FALSE
Finsbury Square,No,,,,,,,,,,,,,,
Savile Row,No,,,,,,,,,,,,,,
Pancras Square,No,,,,,,,,,,,,,,
King ' Cross Station,Yes,William Cubitt,London,United Kingdom,1905,1905,0,0,0,1,1,0.9993673563,station,Railway Station,FALSE
Sultan Nazrin Shah Centre,Yes,McLaughlin,Oxford,Ireland,2017,2017,0,0,3,0,3,0.999582231,house,Hospital / Clinic / Dispensary,FALSE
Nazrin Shah Centre,Yes,McLaughlin,Oxford,Ireland,2017,2017,0,0,3,0,3,0.9618148804,house,Hospital / Clinic / Dispensary,FALSE
Irish Pavilion,Yes,Michael Scott,London,Ireland,1937,1937,0,0,1,0,1,0.9995993376,house,Meeting Pavilion,FALSE
Kahnian Kilfrush House,Yes,Noel Dowley,Limerick,Ireland,1970,1970,0,0,0,1,1,0.9559324384,house,Hospital / Clinic / Dispensary,FALSE
Samuel Beckett Theatre,Yes,The Theatre Row Building,New York City,United States,New York City,1977,0,0,1,0,1,0.9997808337,theatres,Theater,TRUE
Temple Bar,Yes,Scott Brown,Dublin,Ireland,2000,2000,0,0,1,0,1,0.99495399,apartment,Restaurant / Bar / Coffee Shop,FALSE
Wooden Building,Yes,Shane de Blacam,Dublin,Ireland,2000,2000,0,1,1,0,2,0.9997816384,apartment,Farm / Stable,FALSE
Ranelagh School,Yes,Bracknell,Bracknell,England,1709,1709,0,0,0,1,1,0.9998121858,house,University or College,TRUE
Glucksman Gallery,Yes,O'Donnell and Tuomey,Cork,Irish,2004,2004,0,1,1,0,2,0.9949208498,house,Museum,FALSE
Timberyard Housing,Yes,Grafton,Dublin,Ireland,2009,2009,0,1,0,0,1,0.9997666478,Social Housing,Single-Family Housing,FALSE
GMIT Furniture College,No,,,,,,,,,,,,,,
Timberyard,No,,,,,,,,,,,,,,
Urban Land Institute building,Yes,Grafton Architects,Dublin,Ireland,2002,2008,0,1,0,0,1,0.9985649586,office,Hospital / Clinic / Dispensary,FALSE
Waterloo Lane,No,,,,,,,,,,,,,,
Bocconi University extension,Yes,Grafton Architects,Milan,Italy,2008,2008,0,0,0,1,1,0.9031674266,office,University Auditorium,FALSE
City Library,Yes,Grafton Architects,Dublin,Ireland,2015,2015,0,1,1,0,2,0.9989022017,library,Library,FALSE
UTEC building,Yes,Grafton Architects,Lima,Peru,2002,2011-15,0,1,0,0,1,0.9997092485,University,University or College,FALSE
Parnell Square,No,,,,,,,,,,,,,,
Grands Travaux,No,,,,,,,,,,,,,,
Champs - Elysées,No,,,,,,,,,,,,,,
La Défense,Yes,Bernard Bled,Paris,France,2006,2015,0,0,0,1,1,0.9427372217,Public Establishment for Installation of La Défense,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,TRUE
Musée ' Orsay,Yes,Louis XVIII,Paris,France,1889,1889,0,0,0,1,1,0.9679670334,office,Museum,FALSE
Gare ' Orsay,Yes,Louis XIV,Paris,France,1905,1905,0,0,0,1,1,0.9727401733,station,Railway Station,FALSE
Institut,Yes,instituere,Spain,Latin,instituere,unanswerable,3,109,20,0,132,0.9227358103,Educational,University or College,TRUE
French Cultural Centre,Yes,José Oubrerie,Damascos,Syria,1986,1986,0,0,2,0,2,0.9041106105,office,Cultural or Exhibition Center,FALSE
Noisy Il complex,No,,,,,,,,,,,,,,
Rue des Fabriques,No,,,,,,,,,,,,,,
Municipal des Chaumettes,No,,,,,,,,,,,,,,
Rue de ' Amiral Mouchez,No,,,,,,,,,,,,,,
Rue de ',No,,,,,,,,,,,,,,
Mont - Cenis Training Centre,Yes,the architect/s,Paris,France,1905,2003,0,0,0,1,1,0.9987937808,office,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Emscher Park,No,,,,,,,,,,,,,,
Ruhrgebiet,No,,,,,,,,,,,,,,
Place du,No,,,,,,,,,,,,,,
Latapie House,Yes,Jean Philippe Vassal,Bordeaux,France,1993,1993,0,0,0,1,1,0.9998478889,house,Hospital / Clinic / Dispensary,FALSE
Cap Ferret house,Yes,Lacaton & Vassal,Bordeaux,France,1998,1998,0,1,0,0,1,0.9996967316,house,Single-Family Housing,FALSE
La Chesnaie,Yes,Lacaton and Vassal,Saint-Nazaire,France,1970s,1970s,0,0,2,0,2,0.9972958863,apartment,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
